Netflows,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,First_Protocol_ICMP,First_Protocol_ICMP6,First_Protocol_TCP,First_Protocol_UDP,Type_mine
-0.08478691710028448,-0.6854095849171802,-0.24470927448080199,-0.19622305452948813,0.3612520676946878,-0.13246328446193872,-0.6255036966968813,-0.31744273676337753,-0.3593030511479832,-0.33609344986889567,-1.016575231845755,-0.2846150676277865,0.14770781000158778,0.06013482620012962,-0.48742100498647867,-0.8248375027208423,2.7773176380968674,-0.5079706322091426,-0.5989433493076924,-0.3615703116958083,-0.3388546447133395,-0.3436483941827998,-0.3985515545733595,-0.41714460284452526,-0.47609458729694537,-0.5586939330408507,0,0,1,0,0
0.09792905469947653,-0.39666150386466653,-0.45877959777232463,-0.451114754784094,0.4097637650370762,-0.3524066343592139,-0.6255036966968813,-0.3097395792586363,-0.35914759701879506,-0.30813783674054374,-1.0801103890019517,-0.2853460298291893,0.32376751173726553,0.14138464989559443,-0.48742100498647867,-0.8231796249599325,-0.48227582413730774,-0.5079706322091426,-0.5989433493076924,-0.35858842037151034,-0.3537231525627281,-0.37266496933909515,-0.4233152742565085,-0.41714460284452526,-0.4825570869307129,-0.5654591722254194,0,0,1,0,0
-0.022141441054652128,-0.6321896489329588,-0.07436965372055289,-0.007831478662395096,0.7918780822198335,0.5723785708709068,-0.6255036966968813,0.8996561489857351,0.21618369356002062,0.4466637177249592,0.5383641406611573,0.4086037207607634,0.03566981798797469,0.02763489672194368,-0.48742100498647867,-0.8248375027208423,1.9685793689990434,-0.5079706322091426,-0.8049746832586835,-0.2353600277371526,-0.3239861368639508,-0.3581566817609475,-0.31364737280256294,-0.4106692420868299,-0.4736711499342825,-0.42331227163146845,0,0,1,0,0
-0.5024234240711668,2.1499040320433127,2.1283268194307694,2.1092997610844164,-0.35100832445067426,2.0779535142030356,2.1601916270757986,-0.3696841503864407,-0.3646462316455075,-0.3920046761255996,-0.8360016272965654,-0.2882373533846209,-0.5565309969411232,-0.5411138691463101,2.1078143689515714,-0.27102921998342133,-0.4800262772344546,2.003176363177879,-0.24394452574739697,-0.3363976012139445,-0.1306955348218978,-0.16954894324502762,-0.23935621375311597,-0.22108098081180727,-0.27489879791754035,-0.35567909921528224,0,0,1,0,1
-0.39279384099131015,-0.30845691580241963,-0.2416169045204322,-0.1963714733761635,-0.2215152432575848,-0.34720466750161827,-0.6243493158912425,-0.35707898356050055,-0.36140834421184564,-0.3920046761255996,-0.822625804737366,-0.28653733844431706,-0.3484604403444131,-0.3623642570162875,-0.5060235570329916,-0.8108419299950219,1.2362733795539733,-0.5259704418399923,-0.7907966028370323,-0.2353600277371526,-0.3314203907886451,-0.3581566817609475,-0.3950138803329097,-0.4153785953651538,-0.47932583711382915,-0.5584248610278281,0,0,1,0,0
0.6043133194016713,-0.47706372167508304,-0.06352880392061898,0.1407216517313819,2.9685356099220925,0.5189166508202143,-0.6255036966968813,0.10735138527080645,-0.2484420493040871,-0.08449293171372803,-0.30765663620819506,-0.14936851526948447,1.1400443106935894,1.1326324989802654,-0.48742100498647867,-0.8231796249599325,-0.48227582413730774,-0.5079706322091426,-0.8032951861288461,-0.3615703116958083,-0.3239861368639508,-0.2856152438702091,-0.22520551679131656,-0.4106692420868299,-0.34674361806481596,-0.23609580885622827,0,0,1,0,0
0.014401753305300073,-0.7009486931004184,-0.8044768509839731,-0.960052874623669,-0.44315511705313243,-0.9795579775593662,-0.6255036966968813,0.35049104760227473,1.540701731255137,1.285332111575518,1.7054046589512917,0.3656950697706502,0.17971866486262011,0.19013454411287334,-0.48742100498647867,-0.8248375027208423,-0.4836883303321225,-0.5079706322091426,-0.8049746832586835,-0.36344266206222786,-0.36859166041211683,-0.4016815444953905,-0.43746597121830794,-0.42479730192180154,-0.4890195865644805,-0.5685342809456779,0,0,1,0,0
-0.27794380157431753,-0.39328012671649776,-0.4819359122179237,-0.4510242899632633,-0.08658207135364766,-0.34545424263484426,-0.6255036966968813,-0.34755507973645683,-0.3614838505031656,-0.36404906299724765,-0.9998554536467561,-0.2867239306690311,-0.1884061660392515,-0.19986460962535785,-0.48742100498647867,-0.8248375027208423,-0.4800262772344546,-0.5079706322091426,-0.8049746832586835,-0.35858842037151034,-0.3388546447133395,-0.3581566817609475,-0.40916457729470906,-0.42067661780326815,-0.47932583711382915,-0.5611540200170575,0,0,1,0,0
-0.5024234240711668,1.5993906295103952,1.590567734462142,1.5763149610577818,-0.376227131998628,1.5295589630720257,1.5951145268435534,-0.3632415095642935,-0.3633892739723576,-0.3920046761255996,-0.4380709061603877,-0.28604760518174566,-0.5565309969411232,-0.5411138691463101,-0.33931804241231167,1.217745009313625,-0.4800262772344546,-0.36466636269631747,1.264243896846645,-0.3363976012139445,0.188977383939959,0.1641416710523691,0.10733586181096993,0.3959178822935934,0.5000962753506824,0.502084039441834,0,0,1,0,1
-0.4919825113968947,-0.6855119713370393,-0.053222704559246464,0.5904307571577115,-0.4185389345657628,0.42374038042330464,-0.6255036966968813,-0.3282271572700152,-0.3591920124842774,-0.36404906299724765,-0.8025620708985672,-0.282435875865759,-0.5565309969411232,-0.5411138691463101,2.39715323631965,-0.656582187636875,-0.4800262772344546,2.2831403443783675,-0.6345252536165744,-0.3363976012139445,-0.35744027952507534,0.7227107428110549,1.7735804290628523,-0.3977921042164131,-0.11530534993051415,0.5570131689574521,0,0,1,0,1
