index,Name,Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type,Cryptocurrency,Id_Cryptocurrency
539,277-csves/0.csv,121,TCP,UDP,,166.512,194.90200000000002,238.833,20513.526,272.522,0.0,5932,126039,20,787,4670448,61,55,443,123.0,80.0,443,123.0,1900.0,6.0,7.0,8.0,120.0,256.0,696.0,not_mine,,0
109,18-csves/1.csv,5,TCP,,,0.0,0.0,197.679,395.38699999999994,197.708,0.0,37,520,0,347,12858,3,3,3332,52745.0,52760.0,3332,52745.0,52760.0,1.0,2.0,13.0,20.0,40.0,418.0,mine,Bitcoin,1
213,34-csves/7.csv,2,TCP,,,278.21825,278.2185,278.21875,556.437,278.219,278.218,38,498,0,455,17327,2,2,3337,49875.0,,3337,49875.0,,19.0,19.0,19.0,4521.75,8663.5,12805.25,mine,Bitcash,2
172,28-csves/4.csv,6,TCP,,,60.40225,240.7755,244.0775,972.3939999999999,245.178,0.209,80,513,0,389,31194,4,4,3332,51812.0,51815.0,3332,51812.0,51815.0,8.5,16.5,17.0,483.0,1114.5,10307.25,mine,Bitcoin,1
72,21-csves/0.csv,4,TCP,,,272.008,272.0445,272.08099999999996,1088.178,272.08099999999996,272.008,52,171,0,112,5840,2,2,51085,14444.0,,51085,14444.0,,13.0,13.0,13.0,770.0,1460.0,2150.0,mine,Monero,5
111,18-csves/3.csv,2,TCP,,,244.87525,244.8755,244.87575,489.751,244.87599999999998,244.875,40,469,0,359,14378,2,2,3332,52776.0,,3332,52776.0,,18.0,20.0,22.0,3833.5,7189.0,10544.5,mine,Bitcoin,1
166,39-csves/1.csv,2,TCP,,,290.82099999999997,290.82099999999997,290.82099999999997,581.6419999999999,290.82099999999997,290.82099999999997,43,570,0,482,20757,2,2,3333,56490.0,,3333,56490.0,,21.25,21.5,21.75,5462.25,10378.5,15294.75,mine,Litecoin,3
457,235-csves/0.csv,26,TCP,UDP,,75.77600000000001,104.59899999999999,135.168,2569.024000000001,180.99599999999998,0.0,134,700,0,122,16435,16,15,443,80.0,42254.0,443,80.0,1900.0,3.25,4.0,5.75,96.0,128.0,248.0,not_mine,,0
584,299-csves/1.csv,63,TCP,UDP,,75.77850000000002,104.148,135.1605,6042.852,149.952,0.0,325,1240,1,84,27477,35,33,443,80.0,123.0,443,80.0,1900.0,4.0,5.0,6.0,128.0,160.0,248.0,not_mine,,0
950,489-csves/0.csv,82,TCP,UDP,,0.0,0.0,1.0470000000000002,286.797,43.042,0.0,5018,317087,43,912,4579971,31,25,443,80.0,47188.0,443,80.0,1900.0,1.0,1.0,3.0,32.0,32.0,237.0,not_mine,,0
61,10-csves/1.csv,2,TCP,,,59.41925000000001,59.4365,59.45375,118.873,59.471000000000004,59.402,8,351,0,326,2613,2,2,3332,55174.0,,3332,55174.0,,4.0,4.0,4.0,693.25,1306.5,1919.75,mine,Bitcoin,1
528,65-csves/0.csv,2,TCP,,,320.33299999999997,320.33299999999997,320.33299999999997,640.6659999999999,320.33299999999997,320.33299999999997,368,1226,1,133,49104,2,2,4444,49956.0,,4444,49956.0,,179.5,184.0,188.5,16673.5,24552.0,32430.5,mine,Etherium,4
575,71-csves/8.csv,34,TCP,,,8.02375,11.743,17.2515,470.3850000000001,38.296,0.0,319,1311,1,136,43396,2,2,58839,4444.0,,58839,4444.0,,6.25,9.0,11.75,472.0,678.0,1977.0,mine,Etherium,4
170,48-csves/3.csv,4,TCP,,,526.904,526.905,526.906,2107.62,526.906,526.904,48,103,0,142,6816,2,2,51085,14444.0,,51085,14444.0,,12.0,12.0,12.0,252.0,1704.0,3156.0,mine,Monero,5
366,58-csves/8.csv,2,TCP,,,545.5369999999999,545.5369999999999,545.5369999999999,1091.0739999999998,545.5369999999999,545.5369999999999,58,388,0,456,26491,2,2,59090,3337.0,,59090,3337.0,,29.0,29.0,29.0,6912.75,13245.5,19578.25,mine,Bitcash,2
77,22-csves/1.csv,4,TCP,,,564.132,564.1324999999998,564.133,2256.53,564.133,564.132,64,114,0,125,8044,2,2,51085,14444.0,,51085,14444.0,,16.0,16.0,16.0,660.0,2011.0,3362.0,mine,Monero,5
361,41-csves/5.csv,2,TCP,,,325.802,325.802,325.802,651.604,325.802,325.802,358,1195,1,135,48683,2,2,4444,58780.0,,4444,58780.0,,172.5,179.0,185.5,16447.75,24341.5,32235.25,mine,Etherium,4
101,15-csves/5.csv,2,TCP,,,223.87825,227.2165,230.55475,454.43300000000005,233.893,220.54,22,321,0,426,9385,2,2,59090,3337.0,,59090,3337.0,,11.0,11.0,11.0,2508.75,4692.5,6876.25,mine,Bitcash,2
65,19-csves/2.csv,4,TCP,,,277.841,277.841,277.841,1111.364,277.841,277.841,40,148,0,128,5154,2,2,51085,14444.0,,51085,14444.0,,10.0,10.0,10.0,370.0,1288.5,2207.0,mine,Monero,5
125,20-csves/5.csv,2,TCP,,,244.882,244.882,244.882,489.764,244.882,244.882,29,425,0,449,13024,2,2,3332,56092.0,,3332,56092.0,,14.25,14.5,14.75,3484.0,6512.0,9540.0,mine,Bitcoin,1
37,7-csves/1.csv,2,TCP,,,374.94675,374.9665,374.98625,749.933,375.006,374.92699999999996,435,1270,1,136,59546,2,2,4444,58780.0,,4444,58780.0,,211.25,217.5,223.75,19633.0,29773.0,39913.0,mine,Etherium,4
375,60-csves/4.csv,2,TCP,,,576.4672499999998,576.4675,576.46775,1152.935,576.4680000000001,576.467,55,330,0,432,23784,2,2,3337,49875.0,,3337,49875.0,,27.25,27.5,27.75,6278.5,11892.0,17505.5,mine,Bitcash,2
580,297-csves/1.csv,16,TCP,UDP,,0.443,30.659000000000002,58.673,657.6139999999999,149.332,0.0,67,363,0,114,7680,13,9,443,39694.0,38526.0,1900,443.0,39694.0,3.0,4.0,5.0,120.0,204.0,375.0,not_mine,,0
788,406-csves/0.csv,47,TCP,UDP,,0.0,0.0,0.03,453.794,104.62299999999999,0.0,99,629,0,86,8581,19,17,123,443.0,32804.0,123,443.0,1900.0,1.0,1.0,3.0,48.0,48.0,124.0,not_mine,,0
748,384-csves/1.csv,98,TCP,UDP,,0.0,36.965,90.1075,4291.292,137.216,0.0,15280,738139,86,1067,16307726,40,38,443,80.0,53.0,443,80.0,53.0,1.0,3.0,11.75,35.5,96.0,1671.0,not_mine,,0
480,59-csves/26.csv,2,TCP,,,593.5674999999999,593.5899999999998,593.6125,1187.1799999999996,593.635,593.545,676,1223,1,134,90784,2,2,56731,4444.0,,56731,4444.0,,327.0,338.0,349.0,30522.0,45392.0,60262.0,mine,Etherium,4
201,33-csves/3.csv,2,TCP,,,208.09799999999998,208.09799999999998,208.09799999999998,416.19599999999997,208.09799999999998,208.09799999999998,34,435,0,333,11338,2,2,52656,3332.0,,3332,52656.0,,15.5,17.0,18.5,3053.5,5669.0,8284.5,mine,Bitcoin,1
67,36-csves/0.csv,171,TCP,UDP,,0.6005,126.20100000000001,227.257,20301.974,284.587,0.0,9221,169063,31,680,6277970,106,72,443,53.0,80.0,443,1900.0,80.0,3.0,19.0,33.0,375.0,2516.0,6906.5,not_mine,,0
364,42-csves/3.csv,8,TCP,,,12.74675,105.833,236.6895,1154.782,365.459,0.0,664,1237,1,135,90203,2,2,4444,58780.0,,4444,58780.0,,6.5,56.5,136.0,343.0,3355.5,13418.25,mine,Etherium,4
509,61-csves/3.csv,2,TCP,,,458.3505,459.32800000000003,460.30550000000005,918.6560000000001,461.283,457.37300000000005,498,1163,1,134,67068,2,2,4444,58780.0,,4444,58780.0,,240.5,249.0,257.5,22709.0,33534.0,44359.0,mine,Etherium,4
46,24-csves/1.csv,489,TCP,UDP,,0.0,13.741,172.326,38705.795,300.089,0.0,12682,213639,42,631,8014556,223,219,443,53.0,80.0,443,53.0,80.0,1.0,8.0,18.0,64.0,511.0,4200.0,not_mine,,0
8,4-csves/0.csv,844,TCP,UDP,ICMP6,0.0,0.327,45.3,21104.006,149.056,0.0,12640,218273,42,642,8126861,190,187,443,80.0,123.0,443,80.0,1900.0,1.0,2.0,8.0,20.0,60.0,703.5,not_mine,,0
675,346-csves/1.csv,829,TCP,UDP,,0.0,0.0,26.555,12521.233999999999,82.609,0.0,12274,589223,121,607,7457944,320,318,443,53.0,80.0,443,53.0,80.0,1.0,1.0,13.0,32.0,130.0,3817.0,not_mine,,0
174,40-csves/5.csv,2,TCP,,,542.6902500000001,542.6905,542.69075,1085.381,542.691,542.69,75,455,0,412,30932,2,2,3333,56490.0,,3333,56490.0,,36.25,37.5,38.75,8398.0,15466.0,22534.0,mine,Litecoin,3
634,77-csves/4.csv,38,TCP,,,3.7575,8.732999999999999,15.26125,424.204,37.471,0.0,291,1283,1,134,39001,2,2,4444,58780.0,,58780,4444.0,,3.0,6.0,10.0,279.0,548.0,1414.25,mine,Etherium,4
269,64-csves/4.csv,2,TCP,,,290.86425,290.8645,290.86475,581.729,290.865,290.86400000000003,49,425,0,316,15485,2,2,3333,56490.0,,3333,56490.0,,23.75,24.5,25.25,4290.25,7742.5,11194.75,mine,Litecoin,3
283,68-csves/0.csv,6,TCP,,,74.63,252.961,275.81025,1106.738,289.387,12.815999999999999,89,393,0,316,28168,2,2,3333,56490.0,,3333,56490.0,,7.5,18.5,21.25,572.5,1557.0,9085.25,mine,Litecoin,3
621,319-csves/1.csv,350,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,350,8135,13,75,26403,176,176,53,45747.0,38401.0,53,45747.0,38401.0,1.0,1.0,1.0,37.0,50.0,97.75,not_mine,,0
207,49-csves/0.csv,2,TCP,,,16.65,17.053,17.456000000000003,34.106,17.859,16.247,14,1095,0,174,2446,2,2,3333,56487.0,,3333,56487.0,,7.0,7.0,7.0,756.0,1223.0,1690.0,mine,Litecoin,3
300,154-csves/0.csv,125,TCP,UDP,,0.0,2.074,28.339000000000002,4131.263999999999,140.638,0.0,10256,377656,52,894,9169410,62,60,443,80.0,53.0,443,80.0,53.0,1.0,3.0,12.0,40.0,220.0,2253.0,not_mine,,0
91,48-csves/1.csv,387,TCP,UDP,,0.4825,46.284,90.158,22669.029,271.872,0.0,9395,166317,31,656,6171139,124,117,443,80.0,53.0,443,80.0,53.0,3.0,7.0,16.0,84.0,280.0,3585.5,not_mine,,0
502,258-csves/1.csv,378,TCP,UDP,,45.193250000000006,91.09100000000001,104.27875,31098.147999999997,292.002,0.0,13837,244564,46,662,9162733,122,118,443,123.0,80.0,443,123.0,80.0,4.0,7.5,18.75,160.0,664.0,4460.75,not_mine,,0
45,11-csves/4.csv,2,TCP,,,276.6365,276.657,276.6775,553.314,276.698,276.616,39,234,0,207,8106,2,2,3333,56490.0,,3333,56490.0,,18.75,19.5,20.25,2395.5,4053.0,5710.5,mine,Litecoin,3
446,72-csves/6.csv,2,TCP,,,281.5495,281.5499999999999,281.5505,563.0999999999998,281.551,281.54900000000004,36,438,0,428,15443,2,2,3337,49875.0,,3337,49875.0,,18.0,18.0,18.0,4040.75,7721.5,11402.25,mine,Bitcash,2
175,29-csves/1.csv,2,TCP,,,243.15525,243.1555,243.15575,486.311,243.15599999999998,243.155,40,473,0,359,14387,2,2,51730,3332.0,,3332,51730.0,,18.0,20.0,22.0,3835.75,7193.5,10551.25,mine,Bitcoin,1
158,36-csves/5.csv,2,TCP,,,274.471,274.471,274.471,548.942,274.471,274.471,32,377,0,404,12940,2,2,3333,56490.0,,3333,56490.0,,15.5,16.0,16.5,3511.0,6470.0,9429.0,mine,Litecoin,3
303,72-csves/4.csv,2,TCP,,,581.2935,581.2959999999999,581.2985000000001,1162.5919999999999,581.3009999999999,581.2909999999999,83,439,0,384,31904,2,2,3333,50348.0,,3333,50348.0,,41.25,41.5,41.75,8448.0,15952.0,23456.0,mine,Litecoin,3
656,337-csves/0.csv,133,TCP,UDP,,45.975,90.11200000000001,92.08,8777.774000000001,120.00399999999999,0.0,440,1622,3,59,26085,63,62,443,80.0,123.0,443,80.0,123.0,3.0,3.0,4.0,84.0,96.0,128.0,not_mine,,0
499,59-csves/46.csv,2,TCP,,,465.515,465.515,465.515,931.03,465.515,465.515,555,1285,1,134,74792,2,2,56731,4444.0,,56731,4444.0,,269.25,277.5,285.75,24929.5,37396.0,49862.5,mine,Etherium,4
909,467-csves/1.csv,253,TCP,UDP,,34.49,60.0,103.735,16577.773,149.21,0.0,29872,764609,100,953,28485544,70,67,443,80.0,56912.0,443,80.0,1900.0,2.0,4.0,10.0,64.0,135.0,1690.0,not_mine,,0
203,33-csves/4.csv,2,TCP,,,520.126,520.126,520.126,1040.252,520.126,520.126,46,330,0,467,21482,2,2,3337,54082.0,,3337,54082.0,,23.0,23.0,23.0,5600.5,10741.0,15881.5,mine,Bitcash,2
648,78-csves/12.csv,8,TCP,,,37.08925,113.0705,178.36425000000003,819.4019999999999,182.74599999999998,1.143,482,1191,1,129,62650,2,2,4444,64790.0,,4444,64790.0,,21.0,59.5,102.25,1250.25,5108.5,9090.0,mine,Etherium,4
303,155-csves/1.csv,179,TCP,UDP,,59.303999999999995,92.10799999999999,104.78200000000001,15794.035,139.192,0.0,741,1949,5,48,36083,93,91,443,80.0,123.0,443,80.0,1900.0,3.0,4.0,5.0,96.0,128.0,188.0,not_mine,,0
269,43-csves/0.csv,2,TCP,,,251.77900000000002,251.77900000000002,251.77900000000002,503.55800000000005,251.77900000000002,251.77900000000002,37,492,0,418,15488,2,2,59090,3337.0,,59090,3337.0,,18.25,18.5,18.75,4114.5,7744.0,11373.5,mine,Bitcash,2
665,78-csves/31.csv,8,TCP,,,40.0965,66.2525,93.43925,544.581,109.929,30.04,308,1198,1,134,41438,2,2,4444,64790.0,,4444,64790.0,,25.25,39.5,50.5,1914.75,3515.0,7571.0,mine,Etherium,4
133,22-csves/1.csv,2,TCP,,,241.7525,241.76,241.7675,483.52,241.775,241.745,27,395,0,443,11963,2,2,52487,3332.0,,3332,52487.0,,13.25,13.5,13.75,3155.75,5981.5,8807.25,mine,Bitcoin,1
443,227-csves/1.csv,283,TCP,UDP,ICMP6,0.0,0.006999999999999999,45.056000000000004,6209.650000000002,120.00399999999999,0.0,6035,129513,20,800,4833109,63,59,443,80.0,58954.0,443,80.0,1900.0,1.0,2.0,4.0,32.0,55.0,128.0,not_mine,,0
265,63-csves/3.csv,2,TCP,,,573.67325,573.6735,573.6737499999998,1147.347,573.674,573.673,93,383,0,295,27512,2,2,3333,56490.0,,3333,56490.0,,45.25,46.5,47.75,7633.0,13756.0,19879.0,mine,Litecoin,3
886,456-csves/0.csv,225,TCP,UDP,,0.0,4.612,46.96,9570.234,247.11700000000002,0.0,10899,259580,36,891,9712156,78,76,443,123.0,53.0,443,123.0,53.0,1.0,2.0,6.0,48.0,68.0,203.0,not_mine,,0
294,34-csves/17.csv,14,TCP,,,4.01275,16.105,83.038,575.578,107.809,0.0,316,1151,1,136,43168,2,2,56731,4444.0,,56731,4444.0,,6.0,7.5,42.5,382.25,1632.5,2578.5,mine,Etherium,4
266,32-csves/0.csv,2,TCP,,,0.43425,0.4415,0.44875,0.883,0.456,0.42700000000000005,7,19802,14,165,1156,2,2,4444,58780.0,,4444,58780.0,,3.25,3.5,3.75,319.0,578.0,837.0,mine,Etherium,4
634,326-csves/0.csv,203,TCP,UDP,,0.0,0.221,42.023999999999994,4231.781,194.46900000000002,0.0,6537,152967,22,860,5625054,77,71,443,53.0,80.0,443,53.0,80.0,1.0,2.0,4.0,48.0,96.0,245.0,not_mine,,0
596,71-csves/31.csv,4,TCP,,,35.07175,38.812,43.56275,159.29,46.595,35.071,91,1161,1,131,11940,2,2,58839,4444.0,,58839,4444.0,,20.25,22.5,25.0,1217.75,2774.5,4541.75,mine,Etherium,4
7,1-csves/3.csv,20,TCP,,,7.029,10.434,20.539,458.585,111.65100000000001,0.0,273,1166,1,133,36442,2,2,4444,58780.0,,4444,58780.0,,2.75,6.5,13.5,373.75,771.5,1835.25,mine,Etherium,4
70,17-csves/1.csv,2,TCP,,,582.0472500000002,582.0475,582.04775,1164.095,582.048,582.047,89,367,0,300,26705,2,2,3333,56490.0,,3333,56490.0,,42.75,44.5,46.25,7527.25,13352.5,19177.75,mine,Litecoin,3
227,30-csves/2.csv,2,TCP,,,596.684,596.697,596.71,1193.394,596.7230000000001,596.6709999999999,670,1219,1,135,90938,2,2,4444,55582.0,,55582,4444.0,,323.0,335.0,347.0,30541.0,45469.0,60397.0,mine,Etherium,4
117,19-csves/3.csv,2,TCP,,,245.3915,245.41400000000002,245.4365,490.82800000000003,245.459,245.36900000000003,29,438,0,463,13455,2,2,3332,52063.0,,3332,52063.0,,13.75,14.5,15.25,3528.75,6727.5,9926.25,mine,Bitcoin,1
259,30-csves/37.csv,2,TCP,,,598.57925,598.5925,598.60575,1197.185,598.619,598.566,709,1293,1,136,96784,2,2,4444,55582.0,,55582,4444.0,,343.75,354.5,365.25,32292.5,48392.0,64491.5,mine,Etherium,4
443,56-csves/3.csv,2,TCP,,,297.451,297.471,297.4910000000001,594.942,297.51099999999997,297.431,362,1308,1,134,48672,2,2,4444,58780.0,,4444,58780.0,,175.5,181.0,186.5,16311.5,24336.0,32360.5,mine,Etherium,4
501,258-csves/0.csv,216,UDP,TCP,,0.0,0.0,0.0,713.703,40.429,0.0,798,19970,8,278,222090,109,109,53,443.0,123.0,53,443.0,123.0,1.0,1.0,1.0,40.0,69.5,208.75,not_mine,,0
131,68-csves/1.csv,21,UDP,TCP,,0.0,0.0,0.0,4.178,3.002,0.0,33,278,0,65,2169,13,13,53,52168.0,44461.0,53,52168.0,44461.0,1.0,1.0,1.0,47.0,93.0,106.0,not_mine,,0
425,218-csves/0.csv,73,TCP,UDP,,0.0,11.819,45.498999999999995,1637.4920000000002,59.396,0.0,5135,338451,47,892,4583650,41,40,443,80.0,53.0,443,80.0,1900.0,1.0,2.0,4.0,64.0,96.0,1480.0,not_mine,,0
734,377-csves/1.csv,150,TCP,UDP,,58.11525,102.966,104.37625,12362.011,149.61700000000002,0.0,626,1466,3,52,32676,79,76,443,80.0,39678.0,443,80.0,1900.0,3.0,4.0,6.0,60.0,128.0,220.0,not_mine,,0
463,75-csves/7.csv,2,TCP,,,560.437,560.4380000000001,560.4390000000002,1120.8760000000002,560.44,560.436,55,329,0,420,23104,2,2,3337,54082.0,,3337,54082.0,,27.25,27.5,27.75,6108.5,11552.0,16995.5,mine,Bitcash,2
147,42-csves/0.csv,4,TCP,,,253.135,253.1375,253.14,1012.55,253.14,253.135,28,125,0,141,3962,2,2,51085,14444.0,,51085,14444.0,,7.0,7.0,7.0,140.0,990.5,1841.0,mine,Monero,5
280,144-csves/0.csv,113,TCP,UDP,,3.0060000000000002,82.709,91.221,6908.406999999998,157.023,0.0,5381,123813,18,858,4617258,52,27,443,80.0,5353.0,443,1900.0,80.0,3.0,3.0,5.0,96.0,118.0,375.0,not_mine,,0
226,54-csves/3.csv,4,TCP,,,64.18875,101.9355,139.68125,407.73800000000006,139.68200000000002,64.185,43,589,0,432,18616,2,2,3333,53058.0,,3333,53058.0,,4.75,10.5,16.5,480.5,1710.5,5884.0,mine,Litecoin,3
712,365-csves/1.csv,95,TCP,UDP,,0.0,12.874,45.0555,1994.016,60.004,0.0,5176,191389,27,884,4580433,29,28,443,80.0,53.0,443,80.0,1900.0,1.0,2.0,3.0,40.0,64.0,115.5,not_mine,,0
97,51-csves/1.csv,35,TCP,UDP,,120.5795,148.269,182.0125,4415.186,194.57299999999998,3.002,218,924,1,110,24094,22,18,443,80.0,46922.0,443,1900.0,80.0,4.0,5.0,7.0,160.0,192.0,280.0,not_mine,,0
624,76-csves/0.csv,2,TCP,,,298.71125,298.7115,298.71175,597.423,298.712,298.711,357,1300,1,136,48560,2,2,4444,58780.0,,4444,58780.0,,174.25,178.5,182.75,16012.5,24280.0,32547.5,mine,Etherium,4
118,62-csves/0.csv,127,TCP,UDP,,24.8895,60.003,92.156,8585.639000000001,279.316,0.0,5451,126914,18,864,4710146,46,44,443,80.0,32791.0,443,80.0,1900.0,3.0,3.0,6.0,96.0,117.0,285.5,not_mine,,0
452,73-csves/5.csv,2,TCP,,,578.6619999999999,578.6619999999999,578.6619999999999,1157.3239999999998,578.6619999999999,578.6619999999999,61,350,0,415,25370,2,2,3337,49875.0,,3337,49875.0,,30.25,30.5,30.75,6705.0,12685.0,18665.0,mine,Bitcash,2
98,15-csves/0.csv,2,TCP,,,517.69525,517.6955,517.6957500000002,1035.391,517.696,517.695,63,467,0,480,30252,2,2,59090,3337.0,,59090,3337.0,,31.25,31.5,31.75,7935.5,15126.0,22316.5,mine,Bitcash,2
246,39-csves/4.csv,2,TCP,,,538.521,538.521,538.521,1077.042,538.521,538.521,70,464,0,447,31302,2,2,59090,3337.0,,59090,3337.0,,35.0,35.0,35.0,8175.5,15651.0,23126.5,mine,Bitcash,2
281,144-csves/1.csv,35,UDP,TCP,,0.0,0.581,1.66,132.621,34.75,0.0,78,714,1,81,6319,25,18,53,443.0,59168.0,1900,53.0,443.0,1.0,2.0,3.0,51.0,96.0,375.0,not_mine,,0
909,104-csves/7.csv,28,TCP,,,6.936,18.8,28.60125,580.1530000000001,60.545,0.335,355,1190,1,135,48070,2,2,56731,4444.0,,56731,4444.0,,4.75,11.0,18.0,522.75,914.0,2270.75,mine,Etherium,4
503,60-csves/2.csv,2,TCP,,,572.2230000000001,572.2330000000001,572.2429999999998,1144.4660000000001,572.253,572.2130000000001,666,1254,1,134,89722,2,2,4444,58780.0,,4444,58780.0,,324.0,333.0,342.0,30224.0,44861.0,59498.0,mine,Etherium,4
19,5-csves/3.csv,2,TCP,,,280.20925,280.2095,280.20975,560.419,280.21,280.209,64,588,0,321,20599,2,2,3333,56490.0,,3333,56490.0,,31.5,32.0,32.5,5584.75,10299.5,15014.25,mine,Litecoin,3
191,28-csves/15.csv,18,TCP,,,1.9935,15.8995,49.92275,557.438,94.00299999999999,0.0,351,1296,1,134,47190,2,2,4444,55582.0,,55582,4444.0,,5.0,8.0,30.0,356.5,1233.0,2467.25,mine,Etherium,4
655,78-csves/20.csv,18,TCP,,,7.506,18.315,59.07225,636.0219999999999,89.979,1.558,391,1271,1,133,52346,2,2,4444,64790.0,,4444,64790.0,,7.25,12.0,36.75,666.5,1534.5,2688.0,mine,Etherium,4
285,146-csves/1.csv,104,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,104,1232,2,67,7018,53,53,53,41369.0,33246.0,53,41369.0,33246.0,1.0,1.0,1.0,37.0,47.0,86.25,not_mine,,0
450,57-csves/5.csv,2,TCP,,,362.9375,363.07199999999995,363.2065,726.1439999999999,363.341,362.80300000000005,434,1308,1,136,59412,2,2,4444,58780.0,,4444,58780.0,,209.0,217.0,225.0,19807.0,29706.0,39605.0,mine,Etherium,4
438,55-csves/4.csv,2,TCP,,,299.07925,299.0795,299.07975,598.159,299.08,299.079,367,1338,1,136,50042,2,2,4444,58780.0,,4444,58780.0,,179.25,183.5,187.75,16654.0,25021.0,33388.0,mine,Etherium,4
105,16-csves/0.csv,2,TCP,,,0.0,0.0,0.0,0.0,0.0,0.0,2,201000,50,502,1005,2,2,3337,54082.0,,3337,54082.0,,1.0,1.0,1.0,261.25,502.5,743.75,mine,Bitcash,2
3,0-csves/3.csv,2,TCP,,,244.046,244.046,244.046,488.092,244.046,244.046,32,439,0,419,13414,2,2,3332,51908.0,,3332,51908.0,,16.0,16.0,16.0,3592.5,6707.0,9821.5,mine,Bitcoin,1
73,14-csves/0.csv,2,TCP,,,296.38975,296.4095,296.42925,592.819,296.449,296.37,350,1279,1,135,47416,2,2,4444,58780.0,,4444,58780.0,,169.5,175.0,180.5,15937.5,23708.0,31478.5,mine,Etherium,4
606,311-csves/1.csv,218,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,218,3261,5,78,17174,110,110,53,41011.0,54603.0,53,41011.0,54603.0,1.0,1.0,1.0,37.0,50.0,104.0,not_mine,,0
753,89-csves/0.csv,14,TCP,,,12.98,29.8355,134.997,902.0100000000003,174.2,8.109,598,1427,1,136,81494,2,2,4444,58780.0,,4444,58780.0,,9.25,20.5,83.75,1013.0,2274.0,4873.5,mine,Etherium,4
235,56-csves/4.csv,2,TCP,,,419.2775,419.278,419.2785,838.556,419.279,419.277,44,304,0,363,15979,2,2,3333,56490.0,,3333,56490.0,,21.5,22.0,22.5,4204.75,7989.5,11774.25,mine,Litecoin,3
910,104-csves/8.csv,36,TCP,,,7.256,10.1385,20.543000000000003,524.783,40.632,0.051,333,1226,1,135,45046,2,2,56731,4444.0,,56731,4444.0,,4.75,7.5,11.75,387.0,630.5,1727.5,mine,Etherium,4
339,54-csves/6.csv,2,TCP,,,281.7005,281.70099999999996,281.7015,563.4019999999999,281.702,281.7,51,676,0,467,23817,2,2,59090,3337.0,,59090,3337.0,,25.25,25.5,25.75,6267.25,11908.5,17549.75,mine,Bitcash,2
322,165-csves/1.csv,6,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,6,3274,8,49,298,4,4,53,44483.0,46553.0,53,44483.0,46553.0,1.0,1.0,1.0,37.5,46.0,54.5,not_mine,,0
60,32-csves/1.csv,199,TCP,UDP,,13.208,14.492,45.1385,5964.511999999999,90.116,0.0,856,10911,9,146,125244,101,100,443,123.0,80.0,443,123.0,80.0,2.0,3.0,4.0,64.0,80.0,184.0,not_mine,,0
277,142-csves/1.csv,87,TCP,UDP,,13.3305,135.168,193.6015,10418.714,298.685,0.0,9097,130835,30,537,4889118,39,37,443,80.0,60522.0,443,80.0,1900.0,4.0,6.0,14.5,128.0,224.0,2633.0,not_mine,,0
801,93-csves/32.csv,41,TCP,,,3.727,7.8229999999999995,20.000999999999998,515.123,47.629,0.0,374,1350,1,134,50442,2,2,56731,4444.0,,4444,56731.0,,3.0,7.0,14.0,287.0,667.0,1449.0,mine,Etherium,4
861,443-csves/1.csv,64,TCP,UDP,,3.00375,75.7705,135.20475,4909.535,180.08700000000002,0.0,298,1033,1,81,24231,30,27,443,123.0,80.0,443,123.0,80.0,3.0,5.0,6.0,80.0,156.0,237.0,not_mine,,0
358,41-csves/2.csv,12,TCP,,,12.04325,46.7765,94.188,621.1859999999998,104.929,4.0360000000000005,377,1269,1,134,50790,2,2,4444,58780.0,,4444,58780.0,,10.0,29.5,53.25,747.5,2403.0,5657.5,mine,Etherium,4
730,86-csves/12.csv,2,TCP,,,298.25625,298.2565,298.25675,596.5129999999998,298.257,298.256,360,1297,1,134,48372,2,2,4444,55582.0,,55582,4444.0,,175.5,180.0,184.5,16096.0,24186.0,32276.0,mine,Etherium,4
688,80-csves/2.csv,2,TCP,,,0.0,0.0,0.0,0.0,0.0,0.0,2,58800,50,147,294,2,2,4444,58780.0,,4444,58780.0,,1.0,1.0,1.0,83.5,147.0,210.5,mine,Etherium,4
562,288-csves/1.csv,2,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,2,19878,60,41,82,2,2,51060,53.0,,51060,53.0,,1.0,1.0,1.0,37.0,41.0,45.0,not_mine,,0
250,40-csves/3.csv,2,TCP,,,287.152,301.928,316.704,603.856,331.48,272.376,39,461,0,490,19115,2,2,3337,54082.0,,3337,54082.0,,19.25,19.5,19.75,4978.75,9557.5,14136.25,mine,Bitcash,2
651,334-csves/1.csv,943,TCP,UDP,,0.0,0.092,45.063,19193.203,105.852,0.0,16183,304408,55,691,11188244,182,177,443,123.0,80.0,443,123.0,80.0,1.0,2.0,9.0,32.0,64.0,1629.5,not_mine,,0
