index,Name,Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type,Cryptocurrency,Id_Cryptocurrency
107,17-csves/5.csv,4,TCP,,,189.96275,216.9985,244.02725,867.966,244.028,189.94099999999997,72,500,0,377,27144,3,3,3332,52636.0,52643.0,3332,52636.0,52643.0,15.25,17.5,20.25,463.0,6413.0,12736.0,mine,Bitcoin,1
106,25-csves/0.csv,2,TCP,,,545.5862500000002,545.5865,545.5867499999998,1091.173,545.587,545.586,89,443,0,339,30246,2,2,3333,56490.0,,3333,56490.0,,43.75,44.5,45.25,8286.5,15123.0,21959.5,mine,Litecoin,3
674,78-csves/40.csv,16,TCP,,,3.3280000000000003,38.3005,75.30925,1117.108,319.431,0.011000000000000001,706,1338,1,135,95369,2,2,4444,64790.0,,4444,64790.0,,2.75,24.5,50.75,482.75,2065.5,8761.5,mine,Etherium,4
297,34-csves/20.csv,14,TCP,,,5.45725,11.9665,51.2085,385.343,62.674,0.0,252,1276,1,132,33330,2,2,56731,4444.0,,56731,4444.0,,5.0,8.5,32.75,608.0,1445.0,1722.25,mine,Etherium,4
574,294-csves/1.csv,39,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,39,357,0,65,2556,21,21,53,37234.0,59378.0,53,37234.0,59378.0,1.0,1.0,1.0,36.0,50.0,78.5,not_mine,,0
149,26-csves/19.csv,2,TCP,,,598.63175,598.6514999999998,598.67125,1197.303,598.691,598.612,707,1262,1,133,94458,2,2,56731,4444.0,,56731,4444.0,,344.25,353.5,362.75,31671.0,47229.0,62787.0,mine,Etherium,4
461,75-csves/4.csv,2,TCP,,,508.58025,508.5805,508.58075,1017.161,508.58099999999996,508.58,38,272,0,455,17326,2,2,3337,54082.0,,3337,54082.0,,19.0,19.0,19.0,4521.5,8663.0,12804.5,mine,Bitcash,2
140,23-csves/2.csv,6,TCP,,,91.68325,244.528,244.85725,1060.389,244.967,40.664,85,499,0,389,33121,4,4,3332,52431.0,52447.0,3332,52431.0,52447.0,10.25,17.0,17.0,503.0,2468.0,10866.5,mine,Bitcoin,1
160,26-csves/4.csv,4,TCP,,,9.502,33.6185,57.74249999999999,134.50400000000002,57.765,9.502,18,573,0,370,6667,2,2,3332,52680.0,,3332,52680.0,,3.75,4.5,5.25,75.0,1561.0,3152.75,mine,Bitcoin,1
871,448-csves/1.csv,25,TCP,UDP,,45.391999999999996,58.55,104.06,1473.861,120.008,0.0,111,1011,0,142,15783,16,14,443,80.0,123.0,443,80.0,1900.0,2.0,4.0,5.0,64.0,128.0,216.0,not_mine,,0
261,134-csves/1.csv,72,TCP,UDP,,2.4845,10.868,170.61700000000005,5729.786999999999,299.068,0.41,72768,1726422,243,886,64539711,40,37,443,80.0,54597.0,443,80.0,5355.0,13.0,16.0,22.25,1608.75,3683.0,9970.25,not_mine,,0
38,5-csves/6.csv,2,TCP,,,293.493,293.493,293.493,586.986,293.493,293.493,38,520,0,502,19095,2,2,3337,49875.0,,3337,49875.0,,19.0,19.0,19.0,4963.75,9547.5,14131.25,mine,Bitcash,2
20,11-csves/0.csv,37,TCP,UDP,,0.0,10.831,92.24,1682.1960000000001,136.0,0.0,618,10422,3,432,267103,23,21,443,80.0,53.0,443,53.0,80.0,1.0,4.0,19.0,77.0,248.0,3348.0,not_mine,,0
859,100-csves/5.csv,2,TCP,,,296.256,296.256,296.256,592.512,296.256,296.256,378,1391,1,136,51532,2,2,4444,58780.0,,4444,58780.0,,184.5,189.0,193.5,17086.5,25766.0,34445.5,mine,Etherium,4
208,50-csves/1.csv,2,TCP,,,262.75600000000003,262.77700000000004,262.798,525.5540000000002,262.819,262.735,52,509,0,322,16746,2,2,3333,53058.0,,3333,53058.0,,25.0,26.0,27.0,4678.5,8373.0,12067.5,mine,Litecoin,3
55,9-csves/1.csv,4,TCP,,,240.23675,242.201,244.165,968.803,244.165,240.236,64,429,0,406,26017,3,3,3332,51941.0,51945.0,3332,51941.0,51945.0,15.0,16.0,17.0,488.0,6338.5,12354.75,mine,Bitcoin,1
232,30-csves/7.csv,10,TCP,,,9.463,15.8005,53.02775,347.54,90.91,3.785,200,1219,1,137,27574,2,2,4444,55582.0,,55582,4444.0,,6.5,10.0,28.25,594.25,1532.0,2404.0,mine,Etherium,4
802,413-csves/1.csv,57,TCP,UDP,,0.0,64.0,103.743,3312.6609999999996,149.92,0.0,264,1257,1,100,26561,24,22,123,443.0,80.0,123,443.0,1900.0,2.0,3.0,6.0,64.0,144.0,248.0,not_mine,,0
193,45-csves/4.csv,2,TCP,,,277.825,277.846,277.867,555.692,277.888,277.80400000000003,48,466,0,337,16214,2,2,3333,56490.0,,3333,56490.0,,23.5,24.0,24.5,4408.5,8107.0,11805.5,mine,Litecoin,3
314,161-csves/1.csv,278,TCP,UDP,,0.0,0.0,6.47475,3844.9390000000003,91.932,0.0,6023,199535,31,795,4790247,81,78,443,80.0,53.0,443,80.0,53.0,1.0,1.0,3.0,32.0,37.5,120.0,not_mine,,0
348,56-csves/0.csv,2,TCP,,,143.71599999999995,152.029,160.342,304.058,168.655,135.403,19,395,0,438,8329,2,2,3337,54082.0,,3337,54082.0,,9.25,9.5,9.75,2172.25,4164.5,6156.75,mine,Bitcash,2
224,29-csves/5.csv,6,TCP,,,31.21775,57.1365,103.31200000000001,396.04,118.09299999999999,22.392,231,1247,1,138,32006,2,2,4444,58780.0,,4444,58780.0,,18.25,32.0,58.5,1808.0,2967.0,6245.5,mine,Etherium,4
754,387-csves/1.csv,52,UDP,TCP,,0.0,0.0,0.0,7.142999999999999,3.089,0.0,185,10036,2,420,77757,27,29,53,443.0,33493.0,53,443.0,33493.0,1.0,1.0,1.0,42.0,54.5,114.0,not_mine,,0
1,0-csves/1.csv,55,UDP,TCP,ICMP6,0.0,0.0,45.0955,934.235,93.15899999999999,0.0,5280,225803,32,876,4625750,28,27,53,80.0,443.0,53,80.0,1900.0,1.0,1.0,7.0,42.0,79.0,726.5,not_mine,,0
156,81-csves/0.csv,296,TCP,UDP,,0.0,0.002,10.34275,2799.4210000000007,48.493,0.0,10595,402259,58,852,9036767,95,94,443,53.0,80.0,443,53.0,80.0,1.0,2.0,11.0,32.0,64.0,1410.5,not_mine,,0
829,427-csves/0.csv,96,TCP,UDP,,13.59625,45.059,59.7355,4816.205,268.039,0.0,2307,53234,7,848,1957650,48,46,443,123.0,80.0,443,123.0,80.0,2.0,3.0,5.0,64.0,96.0,184.0,not_mine,,0
263,63-csves/0.csv,2,TCP,,,568.2,568.2,568.2,1136.4,568.2,568.2,76,477,0,446,33937,2,2,3333,56490.0,,3333,56490.0,,37.5,38.0,38.5,8980.25,16968.5,24956.75,mine,Litecoin,3
23,3-csves/5.csv,2,TCP,,,243.67425000000003,243.6745,243.67475,487.3490000000001,243.675,243.674,40,484,0,369,14773,2,2,3332,52358.0,,3332,52358.0,,18.5,20.0,21.5,3942.25,7386.5,10830.75,mine,Bitcoin,1
308,158-csves/0.csv,67,TCP,UDP,,3.002,60.001999999999995,194.1835,6507.891,246.024,0.0,5461,124970,18,842,4601226,35,30,443,123.0,80.0,443,123.0,1900.0,3.0,6.0,8.0,108.0,237.0,680.0,not_mine,,0
2,0-csves/2.csv,4,TCP,,,285.82,285.82,285.82,1143.28,285.82,285.82,44,145,0,118,5214,2,2,51085,14444.0,,51085,14444.0,,11.0,11.0,11.0,560.0,1303.5,2047.0,mine,Monero,5
527,271-csves/0.csv,44,TCP,UDP,,3.0025,121.5965,148.88925,4475.706,186.012,0.0,257,1195,1,114,29352,23,20,443,123.0,80.0,443,123.0,80.0,4.0,4.0,5.0,100.0,128.0,248.0,not_mine,,0
177,91-csves/1.csv,296,TCP,UDP,,0.0,14.457,45.26775,7938.525,118.829,0.0,7030,143626,23,761,5356803,69,67,443,80.0,39794.0,443,80.0,1900.0,1.0,3.0,7.0,32.0,96.0,756.0,not_mine,,0
97,16-csves/1.csv,2,TCP,,,197.23475,197.2525,197.27025,394.505,197.28799999999998,197.217,20,422,0,520,10412,2,2,3332,51614.0,,3332,51614.0,,10.0,10.0,10.0,2703.0,5206.0,7709.0,mine,Bitcoin,1
167,86-csves/1.csv,306,TCP,UDP,,0.0,0.0,8.499,3379.949,65.355,0.0,6442,210510,32,804,5184433,65,64,443,80.0,53.0,443,80.0,1900.0,1.0,1.0,3.0,32.0,32.0,96.0,not_mine,,0
240,123-csves/1.csv,49,TCP,UDP,,0.0,73.73,92.396,2560.984,135.887,0.0,5149,205691,28,890,4583478,25,28,443,123.0,80.0,443,123.0,53.0,1.0,4.0,19.0,53.0,128.0,1728.0,not_mine,,0
301,72-csves/1.csv,2,TCP,,,285.28225,285.2885,285.29475,570.577,285.301,285.276,46,545,0,423,19458,2,2,3333,50348.0,,3333,50348.0,,22.5,23.0,23.5,5209.5,9729.0,14248.5,mine,Litecoin,3
344,38-csves/4.csv,2,TCP,,,298.60075,298.6035,298.60625,597.207,298.60900000000004,298.598,365,1339,1,136,49996,2,2,4444,58780.0,,4444,58780.0,,176.75,182.5,188.25,16552.0,24998.0,33444.0,mine,Etherium,4
248,127-csves/1.csv,69,TCP,UDP,,4.352,34.614000000000004,193.576,6882.491000000001,240.234,0.324,6623,150652,22,847,5612593,38,36,443,80.0,36348.0,443,80.0,1900.0,4.0,8.0,19.0,192.0,351.0,3840.0,not_mine,,0
95,18-csves/2.csv,12,TCP,,,2.47825,55.58,90.67525,1124.462,357.16900000000004,0.0,683,1300,1,135,92670,2,2,4444,58780.0,,4444,58780.0,,3.75,36.5,55.75,621.5,2088.0,8905.25,mine,Etherium,4
70,13-csves/4.csv,2,TCP,,,561.8522499999998,562.3444999999998,562.8367499999998,1124.689,563.3290000000001,561.36,680,1306,1,135,92030,2,2,4444,58780.0,,4444,58780.0,,332.0,340.0,348.0,30526.5,46015.0,61503.5,mine,Etherium,4
877,102-csves/11.csv,54,TCP,,,3.2035,7.5089999999999995,12.982999999999999,490.125,33.838,0.0,373,1400,1,134,50164,2,2,4444,64790.0,,4444,64790.0,,3.0,7.0,10.0,261.75,507.5,1400.5,mine,Etherium,4
632,77-csves/2.csv,1,TCP,,,296.71299999999997,296.71299999999997,296.71299999999997,296.71299999999997,296.71299999999997,296.71299999999997,170,1087,0,237,40346,1,1,4444,,,58780,,,170.0,170.0,170.0,40346.0,40346.0,40346.0,mine,Etherium,4
451,73-csves/4.csv,2,TCP,,,520.418,520.418,520.418,1040.836,520.418,520.418,58,333,0,374,21712,2,2,3337,49875.0,,3337,49875.0,,28.5,29.0,29.5,5833.0,10856.0,15879.0,mine,Bitcash,2
285,34-csves/7.csv,12,TCP,,,3.7935,38.8705,129.95174999999998,958.637,267.8,0.0,564,1245,1,134,76050,2,2,56731,4444.0,,56731,4444.0,,4.75,21.0,72.25,502.0,2310.0,7026.0,mine,Etherium,4
255,41-csves/2.csv,2,TCP,,,252.666,252.666,252.666,505.332,252.666,252.666,16,228,0,451,7224,2,2,3337,54082.0,,3337,54082.0,,8.0,8.0,8.0,1886.0,3612.0,5338.0,mine,Bitcash,2
128,20-csves/3.csv,2,TCP,,,291.621,291.621,291.621,583.242,291.621,291.621,26,330,0,463,12045,2,2,3337,49875.0,,3337,49875.0,,13.0,13.0,13.0,3141.25,6022.5,8903.75,mine,Bitcash,2
112,59-csves/0.csv,60,TCP,UDP,,0.5870000000000001,132.0595,167.93925,6024.940000000001,255.488,0.0,5321,125497,18,863,4593253,40,24,443,80.0,123.0,1900,443.0,80.0,3.0,6.0,9.0,179.25,343.5,623.5,not_mine,,0
166,86-csves/0.csv,56,TCP,UDP,,13.497,14.264000000000001,58.10475,1863.744,90.118,0.0,202,1277,2,75,15214,31,30,443,80.0,54310.0,443,80.0,1900.0,2.0,4.0,4.0,64.0,128.0,184.0,not_mine,,0
44,11-csves/2.csv,2,TCP,,,568.91425,568.9145,568.9147499999998,1137.829,568.915,568.914,83,324,0,278,23078,2,2,3333,56490.0,,3333,56490.0,,40.25,41.5,42.75,6474.5,11539.0,16603.5,mine,Litecoin,3
161,37-csves/3.csv,2,TCP,,,578.14925,578.1495,578.1497499999998,1156.299,578.15,578.149,112,672,0,433,48603,2,2,3333,53058.0,,3333,53058.0,,55.0,56.0,57.0,12940.75,24301.5,35662.25,mine,Litecoin,3
155,26-csves/26.csv,22,TCP,,,15.271250000000002,20.0215,44.94949999999999,660.9780000000001,98.19,0.0,405,1258,1,135,54788,2,2,56731,4444.0,,56731,4444.0,,10.0,12.0,24.0,507.0,1458.5,2812.0,mine,Etherium,4
136,21-csves/7.csv,2,TCP,,,275.79225,275.7925,275.79275,551.585,275.793,275.79200000000003,30,348,0,400,12013,2,2,3337,49875.0,,3337,49875.0,,15.0,15.0,15.0,3153.25,6006.5,8859.75,mine,Bitcash,2
387,62-csves/4.csv,2,TCP,,,251.393,251.393,251.393,502.786,251.393,251.393,20,308,0,485,9710,2,2,59090,3337.0,,59090,3337.0,,10.0,10.0,10.0,2527.5,4855.0,7182.5,mine,Bitcash,2
938,483-csves/0.csv,590,UDP,TCP,,0.0,0.0,10.3905,6090.906999999999,111.81,0.0,5956,106428,35,373,2223023,295,299,53,443.0,80.0,53,443.0,80.0,1.0,1.0,11.75,44.25,134.0,2442.0,not_mine,,0
109,57-csves/1.csv,281,TCP,UDP,,13.885,180.451,228.88400000000001,39969.991,296.267,0.0,16838,280683,56,623,10503721,143,142,443,80.0,57386.0,443,80.0,1900.0,11.0,20.0,33.0,1740.0,3442.0,7920.0,not_mine,,0
27,4-csves/3.csv,2,TCP,,,243.95325000000003,243.9535,243.95375,487.907,243.954,243.953,40,471,0,359,14378,2,2,3332,52730.0,,3332,52730.0,,18.0,20.0,22.0,3833.5,7189.0,10544.5,mine,Bitcoin,1
849,437-csves/1.csv,604,TCP,UDP,,0.0,90.1085,97.09375,39038.279,143.191,0.0,11387,175594,38,577,6574499,122,120,443,123.0,80.0,443,123.0,80.0,1.0,3.0,14.0,48.0,96.0,1950.75,not_mine,,0
340,38-csves/0.csv,30,TCP,,,3.96525,15.044,19.99925,950.7689999999999,223.22299999999998,0.0,591,1291,1,136,80450,2,2,4444,58780.0,,4444,58780.0,,4.0,11.0,13.0,341.75,822.0,2814.0,mine,Etherium,4
266,137-csves/0.csv,26,TCP,UDP,,0.0,0.14,2.69175,38.010999999999996,5.775,0.0,4975,611959,83,916,4560013,17,17,80,53.0,443.0,80,53.0,443.0,1.0,6.0,18.75,49.25,571.0,6229.75,not_mine,,0
331,36-csves/4.csv,32,TCP,,,6.235499999999999,10.46,22.53375,637.1419999999999,99.965,0.0,402,1292,1,136,54918,2,2,4444,58780.0,,4444,58780.0,,4.0,7.5,15.0,317.0,717.5,2011.25,mine,Etherium,4
744,87-csves/0.csv,10,TCP,,,10.69125,29.9485,169.877,856.803,214.03799999999998,5.3629999999999995,508,1252,1,134,68170,2,2,4444,58780.0,,4444,58780.0,,7.25,16.5,103.75,982.75,2799.0,5846.5,mine,Etherium,4
179,51-csves/3.csv,4,TCP,,,271.369,271.3895,271.41,1085.558,271.41,271.369,44,169,0,130,5744,2,2,51085,14444.0,,51085,14444.0,,11.0,11.0,11.0,402.0,1436.0,2470.0,mine,Monero,5
118,34-csves/0.csv,4,TCP,,,540.749,540.7505,540.752,2163.002,540.752,540.749,60,110,0,124,7478,2,2,51085,14444.0,,51085,14444.0,,15.0,15.0,15.0,640.0,1869.5,3099.0,mine,Monero,5
318,76-csves/0.csv,2,TCP,,,2.1585,4.317,6.4755,8.634,8.634,0.0,3,1179,0,424,1273,2,2,3333,52003.0,,3333,52003.0,,1.25,1.5,1.75,328.25,636.5,944.75,mine,Litecoin,3
103,24-csves/2.csv,2,TCP,,,570.606,570.606,570.606,1141.212,570.606,570.606,103,501,0,347,35784,2,2,3333,56490.0,,3333,56490.0,,49.75,51.5,53.25,9867.0,17892.0,25917.0,mine,Litecoin,3
50,12-csves/3.csv,2,TCP,,,540.97975,541.0095,541.03925,1082.019,541.069,540.95,97,513,0,357,34707,2,2,3333,56490.0,,3333,56490.0,,47.75,48.5,49.25,9447.75,17353.5,25259.25,mine,Litecoin,3
811,418-csves/0.csv,533,TCP,UDP,,0.0,0.62,46.426,13540.997,114.473,0.0,7005,131187,23,698,4889551,124,124,443,123.0,80.0,443,123.0,80.0,1.0,2.0,4.0,32.0,64.0,192.0,not_mine,,0
406,65-csves/4.csv,2,TCP,,,241.75925,241.7595,241.75975,483.519,241.76,241.75900000000001,26,400,0,465,12113,2,2,59090,3337.0,,59090,3337.0,,13.0,13.0,13.0,3158.25,6056.5,8954.75,mine,Bitcash,2
160,26-csves/0.csv,2,TCP,,,497.89925000000005,497.8995,497.89974999999987,995.799,497.9,497.899,42,287,0,426,17908,2,2,3337,49875.0,,3337,49875.0,,21.0,21.0,21.0,4687.0,8954.0,13221.0,mine,Bitcash,2
240,38-csves/6.csv,2,TCP,,,267.894,267.894,267.894,535.788,267.894,267.894,19,190,0,335,6374,2,2,3337,49875.0,,3337,49875.0,,9.25,9.5,9.75,1746.0,3187.0,4628.0,mine,Bitcash,2
146,24-csves/2.csv,2,TCP,,,243.81625,243.8165,243.81675,487.633,243.817,243.81599999999997,39,471,0,368,14367,2,2,3332,52127.0,,3332,52127.0,,17.75,19.5,21.25,3830.75,7183.5,10536.25,mine,Bitcoin,1
313,161-csves/0.csv,66,TCP,UDP,,13.097000000000001,45.056000000000004,58.05175,2290.179,60.004,0.0,214,1018,1,71,15278,36,35,443,80.0,123.0,443,80.0,1900.0,2.0,3.0,4.0,48.0,96.0,184.0,not_mine,,0
793,408-csves/1.csv,66,TCP,UDP,,0.5582499999999999,64.997,149.12525,5602.599,240.00799999999998,0.0,289,861,1,105,30591,25,25,123,443.0,80.0,123,443.0,80.0,2.0,4.0,5.0,72.0,139.0,210.0,not_mine,,0
418,68-csves/2.csv,2,TCP,,,255.986,255.986,255.986,511.972,255.986,255.986,32,502,0,502,16080,2,2,3337,54082.0,,3337,54082.0,,16.0,16.0,16.0,4180.0,8040.0,11900.0,mine,Bitcash,2
563,289-csves/0.csv,116,TCP,UDP,,0.0,0.265,45.056000000000004,2067.436,60.005,0.0,5176,198286,27,885,4583209,32,30,443,80.0,123.0,443,80.0,123.0,1.0,2.0,3.0,32.0,64.0,96.0,not_mine,,0
531,65-csves/3.csv,38,TCP,,,3.04125,11.786,17.2495,1077.376,288.22,0.0,691,1287,1,133,92332,2,2,49956,4444.0,,4444,49956.0,,3.0,8.0,10.0,302.25,567.5,1913.5,mine,Etherium,4
261,31-csves/1.csv,2,TCP,,,593.254,593.254,593.254,1186.508,593.254,593.254,688,1258,1,135,93310,2,2,4444,58780.0,,4444,58780.0,,332.0,344.0,356.0,31233.5,46655.0,62076.5,mine,Etherium,4
321,165-csves/0.csv,249,TCP,UDP,,0.0,45.056000000000004,103.096,12924.817,180.22400000000002,0.0,12410,296569,41,892,11075455,59,54,443,80.0,52932.0,443,80.0,1900.0,1.0,3.0,6.0,32.0,100.0,248.0,not_mine,,0
78,22-csves/2.csv,4,TCP,,,264.074,264.0745,264.075,1056.298,264.075,264.074,48,159,0,109,5274,2,2,51085,14444.0,,51085,14444.0,,12.0,12.0,12.0,750.0,1318.5,1887.0,mine,Monero,5
814,419-csves/1.csv,88,TCP,UDP,,103.45,135.164,202.47525,12566.97,272.17400000000004,0.0,5592,125365,18,833,4660389,40,39,443,123.0,80.0,443,123.0,80.0,4.0,6.0,8.25,128.0,224.0,646.75,not_mine,,0
256,61-csves/2.csv,2,TCP,,,319.797,320.724,321.6509999999999,641.448,322.578,318.87,58,436,0,303,17599,2,2,3333,56490.0,,3333,56490.0,,28.0,29.0,30.0,4868.75,8799.5,12730.25,mine,Litecoin,3
655,336-csves/1.csv,43,TCP,UDP,,0.5,45.941,58.0925,1632.76,104.012,0.0,133,628,1,70,9375,22,20,443,123.0,80.0,443,123.0,80.0,2.0,3.0,4.0,52.0,96.0,216.0,not_mine,,0
484,59-csves/30.csv,18,TCP,,,18.535,21.125999999999998,47.456,1030.397,260.131,0.0,642,1308,1,135,86852,2,2,56731,4444.0,,56731,4444.0,,9.0,13.0,34.5,381.5,1742.5,3521.25,mine,Etherium,4
812,93-csves/45.csv,38,TCP,,,4.23825,13.5425,22.838500000000003,558.5910000000001,38.091,0.0,356,1282,1,135,48286,2,2,56731,4444.0,,56731,4444.0,,4.0,8.5,15.0,347.0,637.0,2099.0,mine,Etherium,4
492,253-csves/1.csv,8,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,8,876,1,86,693,5,5,53,38242.0,36573.0,53,38242.0,36573.0,1.0,1.0,1.0,36.75,44.0,102.5,not_mine,,0
462,75-csves/5.csv,2,TCP,,,555.9075,555.908,555.9085,1111.816,555.909,555.9069999999999,31,177,0,398,12338,2,2,3337,54082.0,,3337,54082.0,,15.25,15.5,15.75,3297.0,6169.0,9041.0,mine,Bitcash,2
972,500-csves/1.csv,673,TCP,UDP,,0.0,0.0,12.035,7965.482,92.84299999999999,0.0,7667,187983,33,709,5439693,131,127,443,53.0,80.0,443,53.0,80.0,1.0,1.0,2.0,32.0,32.0,95.0,not_mine,,0
251,40-csves/6.csv,2,TCP,,,554.0415,554.0419999999999,554.0425,1108.0839999999998,554.043,554.0409999999999,51,354,0,481,24562,2,2,3337,54082.0,,3337,54082.0,,25.25,25.5,25.75,6453.0,12281.0,18109.0,mine,Bitcash,2
159,82-csves/1.csv,48,TCP,UDP,,0.0,0.002,5.1087500000000015,203.802,45.62,0.0,5163,312262,43,892,4606770,20,21,443,80.0,53.0,80,443.0,53.0,1.0,2.0,10.0,32.0,60.0,3909.0,not_mine,,0
171,27-csves/6.csv,2,TCP,,,203.562,203.562,203.562,407.124,203.562,203.562,25,414,0,421,10546,2,2,59090,3337.0,,59090,3337.0,,12.25,12.5,12.75,2819.0,5273.0,7727.0,mine,Bitcash,2
197,32-csves/5.csv,2,TCP,,,242.87525,242.8755,242.87575,485.751,242.87599999999998,242.875,40,473,0,359,14378,2,2,3332,52215.0,,3332,52215.0,,18.0,20.0,22.0,3833.5,7189.0,10544.5,mine,Bitcoin,1
241,57-csves/5.csv,2,TCP,,,532.175,532.175,532.175,1064.35,532.175,532.175,90,426,0,315,28365,2,2,3333,56490.0,,3333,56490.0,,44.0,45.0,46.0,7773.25,14182.5,20591.75,mine,Litecoin,3
171,88-csves/1.csv,332,TCP,UDP,,0.0,0.0,6.3435,3590.539,61.119,0.0,6527,304948,49,769,5024520,104,106,443,53.0,80.0,443,53.0,80.0,1.0,1.0,5.0,32.0,32.0,576.25,not_mine,,0
14,2-csves/0.csv,2,TCP,,,275.58050000000003,281.5560000000001,287.5315,563.1120000000002,293.507,269.605,21,269,0,470,9879,2,2,3337,54082.0,,3337,54082.0,,10.25,10.5,10.75,2569.75,4939.5,7309.25,mine,Bitcash,2
61,15-csves/0.csv,2,TCP,,,561.45925,561.4594999999998,561.45975,1122.919,561.46,561.4590000000001,91,479,0,369,33666,2,2,3333,53058.0,,3333,53058.0,,44.75,45.5,46.25,9045.5,16833.0,24620.5,mine,Litecoin,3
199,32-csves/6.csv,2,TCP,,,255.301,255.301,255.301,510.602,255.301,255.301,25,353,0,451,11294,2,2,3337,54082.0,,3337,54082.0,,12.25,12.5,12.75,3006.0,5647.0,8288.0,mine,Bitcash,2
466,76-csves/2.csv,2,TCP,,,375.64725,375.6475,375.64775,751.2950000000002,375.648,375.647,32,345,0,506,16216,2,2,3337,49875.0,,3337,49875.0,,16.0,16.0,16.0,4214.0,8108.0,12002.0,mine,Bitcash,2
278,66-csves/4.csv,2,TCP,,,593.08825,593.0885000000002,593.0887500000001,1186.177,593.089,593.0880000000001,71,421,0,439,31224,2,2,3333,56490.0,,3333,56490.0,,35.25,35.5,35.75,8219.0,15612.0,23005.0,mine,Litecoin,3
102,54-csves/0.csv,321,TCP,UDP,,0.0,30.496,90.111,15698.475,272.293,0.0,7881,153198,26,713,5623467,130,127,443,53.0,80.0,443,53.0,80.0,1.0,4.0,13.0,96.0,160.0,2201.0,not_mine,,0
883,454-csves/1.csv,110,TCP,UDP,,60.62649999999999,173.6205,240.31975,15796.473999999998,285.067,0.0,2427,25851,8,395,958988,52,50,443,123.0,80.0,443,123.0,80.0,3.0,9.0,25.75,96.0,424.0,3480.75,not_mine,,0
621,75-csves/3.csv,2,TCP,,,295.35225,295.3525,295.35275,590.7049999999998,295.353,295.35200000000003,342,1259,1,135,46500,2,2,4444,58780.0,,4444,58780.0,,164.5,171.0,177.5,15799.0,23250.0,30701.0,mine,Etherium,4
34,9-csves/0.csv,2,TCP,,,561.573,561.573,561.573,1123.146,561.573,561.573,92,404,0,308,28414,2,2,3333,53058.0,,3333,53058.0,,45.0,46.0,47.0,7795.5,14207.0,20618.5,mine,Litecoin,3
867,102-csves/1.csv,12,TCP,,,20.26375,33.3925,111.3365,791.574,186.892,12.34,473,1250,1,133,63330,2,2,4444,64790.0,,4444,64790.0,,14.75,20.0,66.5,969.0,2950.0,5291.25,mine,Etherium,4
193,32-csves/1.csv,4,TCP,,,85.23275,164.9875,244.73525,659.922,244.736,85.211,66,559,0,349,23098,3,3,3332,52230.0,52238.0,3332,52238.0,52230.0,11.25,15.0,20.25,473.0,3439.0,8740.5,mine,Bitcoin,1
335,172-csves/0.csv,298,TCP,UDP,,3.39325,74.36250000000003,228.1855,34680.018000000004,298.968,0.0,12297,174874,41,531,6535243,152,147,443,80.0,35862.0,443,1900.0,80.0,3.0,7.0,9.0,120.0,237.0,696.0,not_mine,,0
5,0-csves/5.csv,4,TCP,,,241.275,243.043,244.81125,972.173,244.812,241.275,65,461,0,431,28036,3,3,3332,51918.0,51921.0,3332,51918.0,51921.0,14.75,16.5,18.0,503.0,6641.5,13147.5,mine,Bitcoin,1
86,16-csves/3.csv,43,TCP,,,5.4855,12.08,16.436500000000002,523.6659999999998,25.256,0.0,336,1204,1,133,44835,2,2,58780,4444.0,,4444,58780.0,,4.5,8.0,11.0,293.5,526.0,1850.0,mine,Etherium,4
47,6-csves/7.csv,2,TCP,,,273.9885,273.98900000000003,273.9895,547.9780000000002,273.99,273.988,36,463,0,441,15893,2,2,3337,49875.0,,3337,49875.0,,17.5,18.0,18.5,4268.25,7946.5,11624.75,mine,Bitcash,2
469,59-csves/14.csv,8,TCP,,,17.695500000000006,91.5735,170.01475,785.201,200.042,11.033,446,1193,1,133,59694,2,2,56731,4444.0,,56731,4444.0,,9.0,47.5,97.5,1298.0,3133.5,9227.25,mine,Etherium,4
508,61-csves/2.csv,18,TCP,,,1.054,11.107000000000001,63.36625000000001,509.62500000000006,82.13799999999999,0.0,303,1210,1,135,41018,2,2,4444,58780.0,,4444,58780.0,,2.25,7.0,36.25,280.5,704.5,1970.5,mine,Etherium,4
187,44-csves/0.csv,2,TCP,,,289.68975,289.7115,289.73325,579.423,289.755,289.668,54,608,0,408,22042,2,2,3333,52003.0,,3333,52003.0,,26.5,27.0,27.5,5895.5,11021.0,16146.5,mine,Litecoin,3
887,102-csves/22.csv,8,TCP,,,51.3725,78.1825,113.5835,694.4269999999998,150.80700000000002,40.005,389,1178,1,134,52168,2,2,4444,64790.0,,4444,64790.0,,25.5,40.5,66.75,2427.25,4998.0,7433.75,mine,Etherium,4
122,20-csves/2.csv,2,TCP,,,212.55150000000003,212.55900000000003,212.5665,425.11800000000005,212.574,212.544,29,487,0,447,12964,2,2,3332,56074.0,,3332,56074.0,,13.75,14.5,15.25,3371.0,6482.0,9593.0,mine,Bitcoin,1
